customer_id,transaction_month,transaction_month_number,online_order,order_status,brand,product_line,product_class,product_size,list_price_categories
323,Mar,3,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
323,Mar,3,False,Approved,Giant Bicycles,Standard,medium,medium,201-400
323,Nov,11,False,Approved,Solex,Standard,medium,medium,401-600
323,May,5,False,Approved,OHM Cycles,Standard,medium,medium,Below 200
323,Sep,9,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
323,Mar,3,True,Approved,Trek Bicycles,Standard,medium,large,1401-1600
2819,Jan,1,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
2819,Mar,3,False,Approved,WeareA2B,Touring,medium,medium,1401-1600
2819,Jan,1,True,Approved,OHM Cycles,Touring,low,medium,1001-1200
2819,Jul,7,True,Approved,WeareA2B,Standard,medium,medium,1601-1800
792,Dec,12,False,Approved,OHM Cycles,Standard,high,medium,Above 2000
792,Jan,1,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
792,Feb,2,False,Approved,Trek Bicycles,Standard,low,medium,1001-1200
792,Mar,3,True,Approved,Solex,Standard,medium,medium,Below 200
792,Apr,4,True,Approved,Solex,Standard,medium,large,1001-1200
792,Apr,4,False,Approved,WeareA2B,Touring,medium,medium,1401-1600
923,Apr,4,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
923,Mar,3,False,Approved,Solex,Standard,medium,large,201-400
923,Mar,3,False,Approved,WeareA2B,Touring,medium,large,1801-2000
923,Nov,11,False,Approved,Solex,Standard,medium,medium,Below 200
923,Nov,11,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
923,Jan,1,True,Approved,Solex,Standard,medium,medium,Below 200
923,Oct,10,False,Approved,Norco Bicycles,Road,medium,medium,401-600
3353,Jul,7,False,Approved,Trek Bicycles,Road,low,medium,801-1000
3353,Apr,4,True,Approved,Solex,Standard,medium,medium,401-600
3353,Jun,6,False,Approved,Solex,Standard,medium,medium,Below 200
3353,Feb,2,True,Approved,Norco Bicycles,Standard,medium,medium,201-400
3353,Nov,11,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
3353,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
3353,Jun,6,False,Approved,Solex,Standard,high,medium,601-800
3394,Nov,11,False,Approved,OHM Cycles,Standard,medium,medium,1601-1800
3394,May,5,False,Approved,WeareA2B,Touring,medium,large,1201-1400
3394,Oct,10,False,Approved,Norco Bicycles,Road,high,large,601-800
3394,Mar,3,False,Approved,Trek Bicycles,Mountain,low,medium,401-600
3394,Dec,12,True,Approved,Solex,Standard,medium,medium,1401-1600
3213,Oct,10,False,Approved,Giant Bicycles,Touring,medium,large,1801-2000
3213,Oct,10,True,Approved,Giant Bicycles,Standard,medium,medium,201-400
3213,Mar,3,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
3213,Mar,3,False,Approved,Solex,Standard,medium,medium,Below 200
3213,Jan,1,True,Approved,Norco Bicycles,Standard,low,medium,801-1000
1015,Dec,12,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
1015,Mar,3,False,Approved,Solex,Standard,medium,medium,1001-1200
1015,Apr,4,False,Approved,Solex,Standard,low,medium,801-1000
1015,Apr,4,False,Approved,Trek Bicycles,Standard,medium,small,1601-1800
1015,Dec,12,False,Approved,Solex,Road,medium,medium,401-600
1015,Jul,7,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
2266,Jan,1,False,Approved,Solex,Standard,medium,medium,1001-1200
2266,Jun,6,False,Approved,Norco Bicycles,Standard,medium,small,1201-1400
2266,Jan,1,True,Approved,Trek Bicycles,Standard,medium,large,1401-1600
2266,Apr,4,True,Approved,Solex,Standard,low,medium,801-1000
2266,Dec,12,True,Approved,Giant Bicycles,Road,low,small,401-600
2266,Sep,9,True,Approved,Norco Bicycles,Mountain,low,small,601-800
2266,Apr,4,False,Approved,OHM Cycles,Standard,low,medium,Below 200
2266,Jan,1,True,Approved,Solex,Standard,medium,medium,401-600
2266,Oct,10,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2266,Jan,1,False,Approved,OHM Cycles,Standard,low,medium,1601-1800
58,Aug,8,True,Approved,OHM Cycles,Standard,high,medium,201-400
58,Jun,6,True,Approved,Trek Bicycles,Road,medium,medium,401-600
58,Nov,11,False,Approved,Solex,Standard,high,medium,601-800
58,Jun,6,False,Approved,WeareA2B,Standard,medium,medium,1001-1200
58,Dec,12,False,Approved,Norco Bicycles,Standard,low,medium,201-400
58,Jul,7,True,Approved,OHM Cycles,Standard,high,medium,Above 2000
58,May,5,False,Approved,Giant Bicycles,Road,medium,medium,601-800
58,Nov,11,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
3118,Dec,12,True,Approved,Trek Bicycles,Road,medium,large,1801-2000
3118,Nov,11,True,Approved,Trek Bicycles,Standard,medium,large,1401-1600
3118,Jul,7,True,Approved,Trek Bicycles,Standard,medium,small,1601-1800
3118,Aug,8,False,Approved,OHM Cycles,Standard,high,medium,Above 2000
3118,Nov,11,True,Approved,Solex,Standard,low,medium,1201-1400
3118,Aug,8,True,Approved,Giant Bicycles,Road,medium,medium,1401-1600
3118,Jun,6,False,Approved,OHM Cycles,Road,medium,small,1801-2000
3118,Sep,9,True,Approved,Solex,Standard,medium,medium,1001-1200
3118,Dec,12,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200
2202,Jun,6,True,Approved,Norco Bicycles,Standard,low,medium,201-400
2202,Apr,4,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
2202,Mar,3,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
2202,Oct,10,False,Approved,Trek Bicycles,Standard,medium,large,1401-1600
2202,Jul,7,True,Cancelled,WeareA2B,Standard,medium,small,Below 200
2202,Aug,8,False,Approved,Solex,Standard,medium,medium,Below 200
2202,Mar,3,True,Approved,OHM Cycles,Standard,low,medium,1601-1800
2202,Aug,8,False,Approved,Solex,Standard,medium,medium,401-600
2202,Nov,11,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
2202,Jan,1,False,Approved,Norco Bicycles,Standard,medium,medium,201-400
2144,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
2144,Oct,10,True,Approved,Solex,Standard,high,medium,1001-1200
2144,May,5,False,Approved,Solex,Standard,high,large,1801-2000
2144,Feb,2,True,Approved,Giant Bicycles,Standard,high,small,1801-2000
2144,Mar,3,False,Approved,WeareA2B,Touring,medium,large,1801-2000
2144,May,5,False,Approved,Solex,Standard,low,medium,1201-1400
2144,May,5,True,Approved,Norco Bicycles,Road,medium,medium,401-600
2144,Oct,10,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
87,Nov,11,True,Approved,Norco Bicycles,Road,medium,medium,401-600
87,Jul,7,True,Approved,Solex,Standard,medium,large,1001-1200
87,Jan,1,False,Approved,Trek Bicycles,Standard,medium,small,1201-1400
87,Sep,9,False,Approved,Solex,Standard,medium,large,1001-1200
87,Jan,1,False,Approved,Trek Bicycles,Standard,medium,medium,401-600
87,Apr,4,False,Approved,WeareA2B,Standard,medium,medium,1001-1200
87,Dec,12,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
87,Jul,7,True,Approved,Trek Bicycles,Standard,high,medium,401-600
87,Oct,10,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
2049,Oct,10,False,Approved,OHM Cycles,Standard,medium,medium,1601-1800
2049,Jan,1,True,Approved,Solex,Standard,high,medium,1001-1200
2049,Oct,10,False,Cancelled,WeareA2B,Touring,medium,large,1801-2000
2049,Aug,8,True,Approved,Solex,Standard,high,medium,601-800
2049,Apr,4,True,Approved,Norco Bicycles,Mountain,low,small,601-800
2049,Oct,10,False,Approved,WeareA2B,Standard,medium,small,1401-1600
952,Nov,11,True,Approved,Solex,Standard,medium,medium,401-600
952,Jan,1,False,Approved,Giant Bicycles,Standard,medium,large,1801-2000
952,Mar,3,True,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
952,May,5,False,Approved,Solex,Standard,medium,large,1001-1200
952,May,5,True,Approved,Solex,Standard,medium,medium,1401-1600
1745,Jan,1,False,Approved,Trek Bicycles,Road,medium,large,1801-2000
1745,Apr,4,True,Approved,Giant Bicycles,Standard,medium,small,1201-1400
1745,Jan,1,False,Approved,WeareA2B,Standard,medium,small,Below 200
1745,Jan,1,False,Approved,Norco Bicycles,Standard,high,small,1601-1800
1745,Jan,1,True,Approved,Solex,Standard,medium,medium,Below 200
1745,Nov,11,True,Approved,WeareA2B,Standard,medium,medium,Below 200
1745,Mar,3,True,Approved,Solex,Standard,high,large,1801-2000
1745,Jan,1,False,Approved,OHM Cycles,Road,high,large,Below 200
1745,Jul,7,True,Approved,Solex,Standard,medium,medium,Below 200
1745,Sep,9,True,Approved,Norco Bicycles,Standard,high,medium,1001-1200
1745,Dec,12,False,Approved,Norco Bicycles,Standard,medium,medium,201-400
1745,Nov,11,False,Approved,WeareA2B,Standard,medium,small,1401-1600
40,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
40,Dec,12,False,Approved,Solex,Standard,low,medium,1201-1400
40,Jul,7,True,Approved,Solex,Standard,medium,large,1001-1200
40,Apr,4,False,Approved,Trek Bicycles,Standard,low,medium,1001-1200
40,Jan,1,True,Approved,WeareA2B,Standard,medium,medium,Below 200
372,Oct,10,True,Approved,Trek Bicycles,Standard,high,medium,201-400
372,Oct,10,False,Approved,Giant Bicycles,Standard,medium,large,401-600
372,Nov,11,False,Approved,Trek Bicycles,Standard,high,medium,401-600
372,Jul,7,False,Approved,WeareA2B,Road,low,small,1001-1200
372,Oct,10,False,Approved,WeareA2B,Road,low,small,1001-1200
372,Feb,2,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
372,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
372,Sep,9,False,Approved,OHM Cycles,Standard,medium,medium,1201-1400
1627,Aug,8,True,Approved,Norco Bicycles,Standard,medium,medium,1401-1600
1627,Nov,11,True,Approved,Giant Bicycles,Standard,medium,small,1201-1400
1627,May,5,False,Approved,WeareA2B,Standard,medium,medium,601-800
1627,Nov,11,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
1627,May,5,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
1627,Dec,12,True,Approved,Norco Bicycles,Road,medium,large,1201-1400
1627,Apr,4,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
1627,Apr,4,True,Approved,OHM Cycles,Road,medium,medium,601-800
444,Nov,11,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
444,Oct,10,True,Approved,Giant Bicycles,Standard,medium,large,1601-1800
444,Apr,4,False,Approved,Solex,Standard,medium,medium,Below 200
444,Jun,6,True,Approved,Trek Bicycles,Standard,medium,medium,401-600
444,Nov,11,False,Approved,Norco Bicycles,Road,medium,medium,1001-1200
444,Jan,1,False,Approved,WeareA2B,Standard,medium,medium,1201-1400
444,Jun,6,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
217,May,5,False,Approved,Norco Bicycles,Standard,medium,small,401-600
217,Sep,9,True,Approved,Solex,Standard,high,large,1801-2000
217,Jun,6,True,Approved,Giant Bicycles,Road,medium,medium,1401-1600
217,Jun,6,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
217,Oct,10,True,Approved,Giant Bicycles,Standard,medium,small,1201-1400
217,May,5,False,Approved,Trek Bicycles,Standard,medium,small,1601-1800
217,Dec,12,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
1656,Aug,8,True,Approved,Solex,Standard,high,large,1801-2000
1656,Jul,7,False,Approved,Solex,Standard,medium,large,1001-1200
1656,Apr,4,True,Approved,OHM Cycles,Standard,medium,medium,201-400
1656,Jul,7,False,Approved,OHM Cycles,Road,medium,medium,1201-1400
1656,Oct,10,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
1656,Feb,2,True,Approved,Trek Bicycles,Standard,medium,small,1201-1400
485,Dec,12,True,Approved,OHM Cycles,Road,medium,medium,1201-1400
485,Oct,10,True,Approved,Giant Bicycles,Road,medium,medium,601-800
485,Aug,8,True,Approved,Solex,Road,medium,medium,401-600
485,Jul,7,False,Approved,OHM Cycles,Road,medium,medium,601-800
485,Aug,8,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
485,Apr,4,True,Approved,Norco Bicycles,Standard,medium,medium,1001-1200
506,Oct,10,True,Approved,Trek Bicycles,Road,medium,large,1801-2000
506,Apr,4,True,Approved,Giant Bicycles,Standard,high,medium,1201-1400
506,May,5,False,Approved,Solex,Touring,medium,large,Above 2000
506,Oct,10,False,Approved,Trek Bicycles,Standard,medium,small,1601-1800
506,Mar,3,True,Approved,Norco Bicycles,Road,high,large,601-800
506,Aug,8,False,Approved,Solex,Standard,low,medium,801-1000
506,Aug,8,False,Approved,Giant Bicycles,Standard,medium,medium,201-400
506,Nov,11,False,Approved,OHM Cycles,Standard,high,medium,1401-1600
506,Mar,3,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
506,Feb,2,True,Approved,Solex,Road,medium,large,1601-1800
1881,Jan,1,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
1881,Oct,10,True,Approved,Solex,Standard,medium,large,1001-1200
1881,Apr,4,False,Approved,Giant Bicycles,Standard,medium,large,1801-2000
1881,Nov,11,True,Approved,Solex,Standard,low,medium,801-1000
1881,Nov,11,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200
1881,Mar,3,True,Approved,WeareA2B,Standard,medium,medium,1601-1800
1881,Apr,4,True,Approved,Norco Bicycles,Standard,high,medium,1001-1200
1274,Dec,12,False,Approved,Trek Bicycles,Road,medium,medium,401-600
1274,Nov,11,True,Approved,OHM Cycles,Standard,medium,medium,201-400
1274,Feb,2,False,Approved,Giant Bicycles,Standard,medium,large,401-600
1274,Jan,1,False,Approved,WeareA2B,Touring,medium,large,1801-2000
1274,Nov,11,True,Approved,OHM Cycles,Standard,medium,medium,201-400
1274,Dec,12,True,Approved,Solex,Standard,medium,medium,401-600
1274,Jun,6,False,Approved,Solex,Road,medium,large,1601-1800
1274,Jan,1,True,Approved,WeareA2B,Standard,low,medium,601-800
1274,Sep,9,False,Approved,Norco Bicycles,Standard,medium,small,401-600
1443,Aug,8,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
1443,Nov,11,False,Approved,WeareA2B,Standard,medium,medium,1801-2000
1443,Apr,4,False,Approved,Norco Bicycles,Standard,medium,medium,1001-1200
1443,Aug,8,True,Approved,Norco Bicycles,Standard,medium,small,401-600
1443,Jul,7,False,Approved,Trek Bicycles,Standard,medium,large,1401-1600
1443,Aug,8,True,Approved,OHM Cycles,Road,medium,medium,1201-1400
1443,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,601-800
1443,Aug,8,False,Approved,OHM Cycles,Road,medium,medium,601-800
1443,Oct,10,True,Approved,Solex,Standard,low,medium,801-1000
1443,Sep,9,False,Approved,Trek Bicycles,Mountain,low,medium,401-600
1493,Jul,7,False,Approved,Giant Bicycles,Standard,medium,small,1201-1400
1493,May,5,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
1493,Apr,4,False,Approved,Trek Bicycles,Standard,low,medium,1001-1200
1493,Feb,2,False,Approved,Solex,Standard,high,medium,1001-1200
1493,May,5,True,Approved,Giant Bicycles,Standard,high,medium,1201-1400
1493,Nov,11,False,Approved,Giant Bicycles,Standard,high,medium,1201-1400
1493,Mar,3,False,Approved,Solex,Standard,medium,large,1001-1200
1493,Mar,3,False,Approved,Solex,Standard,medium,medium,1401-1600
1493,Dec,12,False,Approved,Trek Bicycles,Standard,medium,medium,401-600
1493,Apr,4,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
476,Jul,7,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
476,Dec,12,False,Approved,Solex,Road,medium,small,1601-1800
476,May,5,False,Approved,Norco Bicycles,Road,high,large,601-800
476,Oct,10,False,Approved,WeareA2B,Standard,medium,small,Below 200
940,Aug,8,False,Approved,OHM Cycles,Standard,high,medium,1401-1600
940,May,5,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
940,Aug,8,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200
940,Nov,11,False,Approved,WeareA2B,Road,low,small,1001-1200
940,Oct,10,True,Approved,WeareA2B,Standard,medium,medium,1601-1800
2930,Oct,10,True,Approved,Norco Bicycles,Road,medium,medium,1001-1200
2930,Feb,2,True,Approved,WeareA2B,Standard,medium,medium,1801-2000
2930,Jan,1,True,Approved,Norco Bicycles,Road,medium,medium,1001-1200
2930,Feb,2,True,Approved,OHM Cycles,Standard,medium,medium,201-400
2930,Jun,6,False,Approved,Solex,Standard,medium,large,201-400
2930,Jan,1,True,Approved,Trek Bicycles,Mountain,low,medium,401-600
2354,Oct,10,True,Approved,Trek Bicycles,Standard,medium,medium,401-600
2354,May,5,True,Approved,Trek Bicycles,Standard,low,medium,1001-1200
2354,Mar,3,False,Approved,OHM Cycles,Road,high,large,Below 200
2354,Nov,11,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800
2354,Sep,9,False,Approved,Solex,Standard,medium,medium,1401-1600
416,Jun,6,False,Approved,Norco Bicycles,Road,high,large,601-800
416,Mar,3,False,Cancelled,Norco Bicycles,Standard,medium,medium,1401-1600
416,Jul,7,False,Approved,WeareA2B,Standard,medium,medium,Below 200
416,Apr,4,True,Approved,OHM Cycles,Standard,medium,medium,1601-1800
416,Oct,10,True,Approved,Giant Bicycles,Standard,medium,medium,601-800
1013,Apr,4,True,Approved,Norco Bicycles,Standard,high,medium,1001-1200
1013,Sep,9,False,Approved,Solex,Standard,medium,large,1001-1200
1013,Jun,6,True,Approved,Norco Bicycles,Standard,medium,medium,1401-1600
1013,Mar,3,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
1013,Feb,2,True,Approved,WeareA2B,Standard,medium,small,1401-1600
1013,Apr,4,False,Approved,Solex,Standard,high,large,1801-2000
533,Nov,11,False,Approved,Solex,Touring,medium,large,Above 2000
533,Jul,7,True,Approved,OHM Cycles,Standard,medium,medium,801-1000
533,Apr,4,False,Approved,Solex,Standard,low,medium,1201-1400
533,Mar,3,False,Approved,OHM Cycles,Standard,high,medium,1401-1600
533,Dec,12,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
533,Mar,3,False,Approved,WeareA2B,Road,low,small,1001-1200
968,Mar,3,True,Approved,Giant Bicycles,Road,medium,medium,1401-1600
968,Jan,1,False,Approved,Solex,Standard,low,medium,801-1000
968,Nov,11,True,Approved,Solex,Standard,low,medium,1201-1400
968,Sep,9,True,Approved,OHM Cycles,Road,high,large,Below 200
968,Aug,8,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
968,May,5,True,Approved,Trek Bicycles,Standard,medium,small,1601-1800
727,Jul,7,True,Approved,Norco Bicycles,Standard,medium,medium,1001-1200
727,Jul,7,True,Approved,Solex,Standard,medium,large,1001-1200
727,Jan,1,True,Approved,Norco Bicycles,Standard,medium,small,1201-1400
727,Feb,2,True,Approved,Trek Bicycles,Road,low,small,1601-1800
727,Sep,9,False,Approved,Solex,Road,medium,large,1601-1800
727,Oct,10,False,Approved,OHM Cycles,Standard,low,medium,1601-1800
3425,Dec,12,True,Approved,OHM Cycles,Standard,high,medium,201-400
3425,Mar,3,True,Approved,Solex,Road,medium,large,1601-1800
3425,Dec,12,False,Approved,Solex,Road,medium,medium,401-600
3425,Nov,11,True,Approved,OHM Cycles,Road,medium,medium,601-800
3425,Jan,1,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
3425,Jul,7,True,Approved,Trek Bicycles,Road,medium,large,1801-2000
2140,Apr,4,True,Approved,Norco Bicycles,Road,medium,large,1201-1400
2140,Feb,2,True,Approved,Trek Bicycles,Standard,medium,small,1201-1400
2140,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,1601-1800
2140,Sep,9,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
2140,Jan,1,False,Approved,Giant Bicycles,Standard,medium,large,1801-2000
2140,Jun,6,True,Approved,Norco Bicycles,Mountain,low,small,601-800
2140,Sep,9,True,Approved,Norco Bicycles,Road,medium,medium,1001-1200
2140,May,5,False,Approved,Solex,Standard,medium,large,1001-1200
62,Aug,8,True,Approved,Solex,Standard,medium,medium,1801-2000
62,May,5,False,Approved,WeareA2B,Touring,medium,large,1801-2000
62,Jan,1,True,Approved,OHM Cycles,Standard,low,medium,Below 200
62,Dec,12,True,Approved,OHM Cycles,Standard,medium,medium,1601-1800
62,Nov,11,False,Approved,Giant Bicycles,Standard,medium,medium,201-400
62,Aug,8,False,Approved,OHM Cycles,Standard,low,medium,Below 200
1995,May,5,True,Approved,Giant Bicycles,Standard,medium,large,1801-2000
1995,Feb,2,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
1995,Aug,8,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
1995,Jun,6,True,Approved,Norco Bicycles,Standard,medium,medium,201-400
1995,Jul,7,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
1995,Aug,8,True,Approved,Solex,Standard,medium,medium,401-600
1965,Aug,8,False,Approved,Norco Bicycles,Standard,medium,small,1201-1400
1965,Dec,12,False,Approved,Norco Bicycles,Standard,low,medium,201-400
1965,Mar,3,True,Approved,OHM Cycles,Standard,medium,medium,601-800
1965,Feb,2,False,Approved,Norco Bicycles,Standard,medium,medium,201-400
1965,Aug,8,False,Approved,WeareA2B,Touring,medium,medium,1401-1600
366,Jan,1,True,Approved,OHM Cycles,Standard,high,medium,Above 2000
366,Jul,7,False,Approved,Norco Bicycles,Road,medium,large,1201-1400
366,Jan,1,False,Approved,Trek Bicycles,Standard,low,medium,1001-1200
366,Mar,3,False,Approved,Norco Bicycles,Standard,low,medium,201-400
366,Sep,9,False,Approved,Solex,Standard,medium,medium,Below 200
366,Jun,6,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
2993,Aug,8,True,Approved,Giant Bicycles,Standard,medium,large,1601-1800
2993,Oct,10,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
2993,Oct,10,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2993,Dec,12,True,Approved,Giant Bicycles,Standard,medium,large,1601-1800
2993,May,5,False,Cancelled,WeareA2B,Touring,medium,large,1201-1400
2993,Apr,4,False,Approved,Giant Bicycles,Standard,medium,large,1801-2000
2993,Sep,9,False,Approved,WeareA2B,Standard,medium,small,1401-1600
2993,May,5,False,Approved,Solex,Standard,high,large,1801-2000
1887,Aug,8,False,Approved,WeareA2B,Standard,medium,medium,1601-1800
1887,Feb,2,True,Approved,Norco Bicycles,Mountain,low,small,601-800
1887,Sep,9,False,Approved,OHM Cycles,Standard,low,medium,1601-1800
1887,Sep,9,False,Approved,OHM Cycles,Road,medium,medium,1201-1400
1887,Jul,7,True,Approved,Trek Bicycles,Standard,medium,small,1601-1800
1887,Jan,1,False,Cancelled,Giant Bicycles,Standard,medium,large,1801-2000
1887,Apr,4,False,Approved,WeareA2B,Standard,medium,medium,1001-1200
1887,Sep,9,True,Approved,Giant Bicycles,Standard,medium,small,1201-1400
1887,Sep,9,True,Approved,Trek Bicycles,Standard,medium,small,1601-1800
1887,Jan,1,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000
1692,Aug,8,True,Approved,OHM Cycles,Standard,medium,medium,Below 200
1692,Aug,8,False,Approved,Trek Bicycles,Road,medium,medium,201-400
1692,Aug,8,False,Approved,Solex,Standard,medium,medium,401-600
1692,Apr,4,True,Approved,Solex,Standard,medium,large,1001-1200
1927,Jun,6,False,Approved,Giant Bicycles,Standard,medium,medium,1401-1600
1927,Sep,9,False,Approved,OHM Cycles,Standard,medium,medium,1601-1800
1927,Oct,10,True,Approved,WeareA2B,Standard,medium,small,1401-1600
1927,Aug,8,False,Approved,OHM Cycles,Standard,medium,medium,801-1000
1927,Apr,4,True,Approved,Solex,Standard,medium,large,1001-1200
2567,Mar,3,False,Approved,Norco Bicycles,Standard,low,medium,801-1000
2567,Aug,8,True,Approved,Norco Bicycles,Road,medium,large,1201-1400
2567,Mar,3,True,Approved,Giant Bicycles,Standard,high,small,1801-2000
2567,Oct,10,False,Approved,Solex,Road,medium,large,1601-1800
3276,Jul,7,True,Approved,WeareA2B,Touring,medium,large,1201-1400
3276,Oct,10,False,Approved,Solex,Road,medium,small,1601-1800
3276,Apr,4,False,Approved,Giant Bicycles,Standard,medium,medium,601-800
3276,Jul,7,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
3276,Jul,7,False,Approved,OHM Cycles,Standard,medium,medium,1601-1800
1808,Feb,2,False,Approved,Solex,Standard,medium,medium,401-600
1808,Jan,1,True,Approved,Solex,Road,medium,large,1601-1800
1808,Aug,8,False,Approved,WeareA2B,Touring,medium,large,1801-2000
1808,Jan,1,False,Approved,Solex,Standard,medium,medium,1401-1600
1808,Oct,10,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
1808,Apr,4,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000
1808,Mar,3,True,Approved,Solex,Standard,high,medium,1001-1200
2368,Oct,10,False,Approved,Trek Bicycles,Road,low,medium,801-1000
2368,Jan,1,True,Approved,WeareA2B,Standard,medium,medium,1201-1400
2368,Aug,8,False,Approved,Giant Bicycles,Standard,medium,large,1601-1800
2368,Jul,7,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
2368,Jul,7,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2368,Jan,1,False,Approved,Trek Bicycles,Standard,medium,large,Above 2000
470,Oct,10,False,Approved,OHM Cycles,Standard,medium,medium,601-800
470,Mar,3,False,Approved,Norco Bicycles,Standard,high,small,1601-1800
470,Jan,1,False,Approved,Solex,Road,medium,medium,401-600
470,Sep,9,False,Approved,Norco Bicycles,Road,medium,medium,401-600
470,Dec,12,False,Approved,OHM Cycles,Road,medium,medium,1201-1400
470,May,5,False,Approved,OHM Cycles,Touring,low,medium,1001-1200
470,Nov,11,False,Approved,Trek Bicycles,Standard,medium,small,1201-1400
3270,Mar,3,False,Approved,Trek Bicycles,Standard,medium,small,1601-1800
3270,Jan,1,True,Approved,Giant Bicycles,Standard,high,medium,1001-1200
3270,Feb,2,False,Approved,WeareA2B,Standard,low,medium,601-800
3270,May,5,False,Approved,Trek Bicycles,Standard,medium,small,1601-1800
3270,Aug,8,True,Approved,Giant Bicycles,Standard,medium,large,1801-2000
309,Dec,12,True,Approved,Solex,Touring,medium,large,Above 2000
309,May,5,False,Approved,Giant Bicycles,Standard,high,small,1801-2000
309,Feb,2,False,Approved,Giant Bicycles,Standard,high,medium,1001-1200
309,Dec,12,True,Approved,OHM Cycles,Standard,medium,medium,201-400
1698,Nov,11,True,Approved,Giant Bicycles,Standard,medium,large,1801-2000
1698,Sep,9,True,Approved,Solex,Standard,medium,medium,1801-2000
1698,Jan,1,False,Approved,OHM Cycles,Standard,low,medium,Below 200
1698,Jul,7,False,Approved,OHM Cycles,Road,medium,medium,601-800
1698,Aug,8,True,Approved,Trek Bicycles,Standard,medium,large,Above 2000
1698,Apr,4,True,Approved,Trek Bicycles,Standard,medium,medium,401-600
1698,May,5,True,Approved,Trek Bicycles,Standard,medium,small,1601-1800
1698,May,5,True,Approved,Solex,Standard,medium,medium,Below 200
2712,May,5,False,Approved,Trek Bicycles,Road,medium,large,1801-2000
2712,Aug,8,True,Approved,Norco Bicycles,Standard,high,medium,1001-1200
2712,Dec,12,False,Approved,Norco Bicycles,Road,medium,medium,401-600
2712,Oct,10,True,Approved,WeareA2B,Touring,medium,large,1201-1400
2712,Jan,1,False,Approved,Giant Bicycles,Road,medium,medium,1401-1600
2712,May,5,True,Approved,Solex,Standard,medium,medium,401-600
832,Oct,10,True,Approved,Norco Bicycles,Road,medium,medium,1001-1200
